text,label,original_intent,split
tell me the types of subjects are you familiar with,ambiguous,what_can_i_ask_you,train
i would like to know the types of subjects are you familiar with,ambiguous,what_can_i_ask_you,train
what can i ask you all about,ambiguous,what_can_i_ask_you,train
are you familiar with any types of subjects,ambiguous,what_can_i_ask_you,train
what skills do you have,ambiguous,what_can_i_ask_you,train
what are your capabilities,ambiguous,what_can_i_ask_you,train
what topics are you versed in,ambiguous,what_can_i_ask_you,train
what sort of stuff do you know,ambiguous,what_can_i_ask_you,train
what subjects do you know well,ambiguous,what_can_i_ask_you,train
what can i ask you to accomplish,ambiguous,what_can_i_ask_you,train
what tasks can you complete for me,ambiguous,what_can_i_ask_you,train
what type of questions are you partial to that i can ask you,ambiguous,what_can_i_ask_you,train
i don't know the answer,ambiguous,maybe,train
i'm unsure,ambiguous,maybe,train
shit if i know,ambiguous,maybe,train
no idea,ambiguous,maybe,train
hell if i know,ambiguous,maybe,train
either or should work,ambiguous,maybe,train
i dont know,ambiguous,maybe,train
both would work,ambiguous,maybe,train
it could be one or the other,ambiguous,maybe,train
i dont have an answer for that,ambiguous,maybe,train
not a clue,ambiguous,maybe,train
who knows,ambiguous,maybe,train
it could be either,ambiguous,maybe,train
"sorry, i do not know",ambiguous,maybe,train
i'm unsure of the proper answer,ambiguous,maybe,train
i do not know that,ambiguous,maybe,train
"maybe one, maybe the other",ambiguous,maybe,train
"maybe, maybe not",ambiguous,maybe,train
it might be either one,ambiguous,maybe,train
perhaps either of them,ambiguous,maybe,train
i don't know how to answer to that,ambiguous,maybe,train
maybe either,ambiguous,maybe,train
i dunno,ambiguous,maybe,train
"maybe yes, maybe no",ambiguous,maybe,train
"might be true, might be false",ambiguous,maybe,train
possibly,ambiguous,maybe,train
it depends,ambiguous,maybe,train
i'm not sure what the answer is,ambiguous,maybe,train
i will know later,ambiguous,maybe,train
maybe,ambiguous,maybe,train
"one or the other, or both",ambiguous,maybe,train
no clue,ambiguous,maybe,train
i am not to sure about that,ambiguous,maybe,train
either one would work,ambiguous,maybe,train
i really don't know,ambiguous,maybe,train
i am not confident on that,ambiguous,maybe,train
that i don't know,ambiguous,maybe,train
both maybe,ambiguous,maybe,train
i think it could be both,ambiguous,maybe,train
i don't know for sure,ambiguous,maybe,train
cant say,ambiguous,maybe,train
im not certain,ambiguous,maybe,train
im not sure,ambiguous,maybe,train
really dont know,ambiguous,maybe,train
i'm unsure of the answer,ambiguous,maybe,train
it could be possible,ambiguous,maybe,train
i can't answer yes or no right now,ambiguous,maybe,train
i can't answer that,ambiguous,maybe,train
i don't know the answer to that,ambiguous,maybe,train
i'm not sure,ambiguous,maybe,train
i can't decide,ambiguous,maybe,train
i can't tell,ambiguous,maybe,train
i'll have to think about it,ambiguous,maybe,train
not sure if that's a yes or a no,ambiguous,maybe,train
not quite sure how to respond,ambiguous,maybe,train
i'm torn on how to answer,ambiguous,maybe,train
"not sure, maybe",ambiguous,maybe,train
that could maybe be it,ambiguous,maybe,train
i have no earthly idea at all,ambiguous,maybe,train
it may be either one,ambiguous,maybe,train
i don't have that information,ambiguous,maybe,train
i can't make up my mind,ambiguous,maybe,train
it's either of them,ambiguous,maybe,train
i don't have the answer,ambiguous,maybe,train
sorry no idea,ambiguous,maybe,train
it could be that one or the other one,ambiguous,maybe,train
i'm not sure which one because it could be either of them,ambiguous,maybe,train
i'm drawing a blank,ambiguous,maybe,train
i have no knowledge about it,ambiguous,maybe,train
"no idea, sorry",ambiguous,maybe,train
i'm not sure which it is,ambiguous,maybe,train
i'm really not sure,ambiguous,maybe,train
i'm uncertain,ambiguous,maybe,train
i'm unaware of that,ambiguous,maybe,train
i have no knowledge of that,ambiguous,maybe,train
i am thinking it is either,ambiguous,maybe,train
"hmmm, either could be a choice",ambiguous,maybe,train
i'm sure it could be either,ambiguous,maybe,train
"well, i guess maybe",ambiguous,maybe,train
maybe is my answer,ambiguous,maybe,train
i know it could be either one,ambiguous,maybe,train
maybe is what i am going to answer,ambiguous,maybe,train
"hmm, either",ambiguous,maybe,train
i'm pretty sure it could be either,ambiguous,maybe,train
i have no clue,ambiguous,maybe,train
it might be either,ambiguous,maybe,train
i don't know anything about that,ambiguous,maybe,train
it's possible that it could be either,ambiguous,maybe,train
i don't have a clue,ambiguous,maybe,train
"it could be either, i think",ambiguous,maybe,train
i think it could be either one,ambiguous,maybe,train
i don't really know,ambiguous,maybe,train
i'm not sure of that,ambiguous,maybe,train
that's a possibility,ambiguous,maybe,train
how is the weather today,ambiguous,maybe,train
i haven't a clue,ambiguous,maybe,train
i haven't the foggiest,ambiguous,maybe,train
that answer's above my pay scale,ambiguous,maybe,train
i really don't have a clue,ambiguous,maybe,train
i have no idea,ambiguous,maybe,train
"you need to call the melt in lakewood for a table for at 2:00, monday, the first week in march",lead_intent,restaurant_reservation,train
"hey computer, make a reservation for 2 for my parents at red lobster on wednseday next, 2:00pm if possible",lead_intent,restaurant_reservation,train
"i think we should reserve dad's regular table friday for 6 people, use his name, make that close to 4:00 pm at the club",lead_intent,restaurant_reservation,train
"listen i need to get a reservation for , me and teresa at georgetown cafe on tuesday at 7:00 pm",lead_intent,restaurant_reservation,train
can you make me a reservation for 4 pm on the 22nd at ruth's,lead_intent,restaurant_reservation,train
i need a reservation at 8 on the 22nd of november at ruth's,lead_intent,restaurant_reservation,train
can i make a reservation for 6 pm on the 21st at sidetracks,lead_intent,restaurant_reservation,train
please reserve me a table at hell's kitchen on may 3rd at 8 pm,lead_intent,restaurant_reservation,train
please reserve me a table for 2 pm at maxwell's on the 14th,lead_intent,restaurant_reservation,train
can you make a reservation for me at the restaurant,lead_intent,restaurant_reservation,train
can you make a reservation at the restaurant for tomorrow,lead_intent,restaurant_reservation,train
can you book a table at the restaurant for me and my husband,lead_intent,restaurant_reservation,train
can you make a reservation at the restaurant for tonight,lead_intent,restaurant_reservation,train
can you get me a table for 6 at mark's at 11am,lead_intent,restaurant_reservation,train
can you get me a table for 1 at the vega at 1pm,lead_intent,restaurant_reservation,train
can you get a table for 5 at joe's at 5pm,lead_intent,restaurant_reservation,train
can you get me a table for 3 at captain d's at 2pm,lead_intent,restaurant_reservation,train
can you get me a table for 2 at mexico viejo at 3pm,lead_intent,restaurant_reservation,train
can you get me a table for 2 at diablo,lead_intent,restaurant_reservation,train
can you get me a table for 5 at johnnys,lead_intent,restaurant_reservation,train
